studentID,Type,Subject,Request,Date,Signature,Timestamp,Status,Time,DeclineReason,majorEndorserSignature,majorEndorserDate
661031,ใบลาพักการศึกษา:,ผมอยากทำตามความฝัน,มีความประสงค์ขอลาพักการศึกษาเป็นจำนวน 5 ปีการศึกษา ตั้งแต่ภาค 1 ปีการศึกษา 2567 ถึงภาค 2 ปีการศึกษา 2572 วิชาที่ลงทะเบียน: forgert,2024-10-18,นิติพร ทวีทรัพย์,1729189483490,อนุมัติโดยอาจารย์ที่ปรึกษา คำร้องส่งต่อให้หัวหน้าภาควิชา,01:00:08.455203100,"","","","","","",48cbcb,""
661032,ขอลงทะเบียนเรียน:,มีความประสงค์: ลงทะเบียนต่ากว่า 9 หน่วยกิต,สมองไหลเรียนน้อยๆพอ,2024-10-18,ภัทรพงศ์ รัตนพงศ์,1729188091890,อนุมัติโดยคณบดี คำร้องดำเนินการครบถ้วน,01:01:31.890251600,"","","","","","",f81488,""
661033,ขอลงทะเบียนเรียน:,มีความประสงค์: ย้ายคณะ หรือเปลี่ยนสาขาวิชาเอก,ผ่อนผันเอาตังไปกินชานม,2024-10-18,สุภัคชัย ตรีนาค,1729188156639,อนุมัติโดยคณบดี คำร้องดำเนินการครบถ้วน,01:02:36.639785500,"","","","","","",5e85cf,""
661034,ใบลาพักการศึกษา:,เรียนสถิอยากทำสถิติลาออกเลยพักไว้ก่อน,มีความประสงค์ขอลาพักการศึกษาเป็นจำนวน 2 ปีการศึกษา ตั้งแต่ภาค ๅ ปีการศึกษา 2567 ถึงภาค 2 ปีการศึกษา 2567 วิชาที่ลงทะเบียน: 0141..........,2024-10-18,กนกวรรณ นวลจันทร์,1729188227043,ใบคำร้องใหม่ คำร้องส่งต่อให้อาจารย์ที่ปรึกษา,01:03:47.043546700,"","","","","","",6774e0,""
661035,คำร้องทั่วไป:,ไม่ได้ทำระบบใบลาออกเลยมาเขียนคำร้องนี้,อยากลาออกอยากได้A แต่โผล่มาเป็น D อิงเกณก็F เอกสารสูญหาย,2024-10-18,พิชญ์สินี วงศ์รักษ์,1729190972702,ปฏิเสธโดยคณบดี คำร้องถูกปฏิเสธ,01:05:06.102834600,ถูกปฎิเสธเนื่องจากNoWay,ดร. วีรวัฒน์ เลขนัย รองหัวหน้าภาคสถิติ,2024-10-18,"",2024-10-18T01:49:32.702841300,ผศ.ดร.ณัฐวุฒิ วัฒนธรรม,cfaecb,data/appealPDF\cfaecb.pdf
661001,คำร้องทั่วไป:,ขอตังค่าเทอมหน่อยครับ,บ้านผมจนขอตังหน่อย,2024-10-18,กิตติพงศ์ วงศ์ใหญ่,1729189270727,ปฏิเสธโดยอาจารย์ที่ปรึกษา คำร้องถูกปฏิเสธ,01:03:14.819467400,ถูกปฎิเสธเนื่องจากไม่ให้,"","","",2024-10-18T01:21:10.727424800,"",b88db1,""
661002,ใบลาพักการศึกษา:,ตั้งปลุกไว้ 9 โมงเเต่ตื่น 3 ทุ่มครับทุกวันเลยไปเรียนไม่ทันทั้งเทอม,มีความประสงค์ขอลาพักการศึกษาเป็นจำนวน 2 ปีการศึกษา ตั้งแต่ภาค 1 ปีการศึกษา 2567 ถึงภาค 2 ปีการศึกษา 2567 วิชาที่ลงทะเบียน: 696969 ภาษาคนตาบอด,2024-10-18,ศิรินภา ทองมี,1729189276065,อนุมัติโดยอาจารย์ที่ปรึกษา คำร้องส่งต่อให้หัวหน้าภาควิชา,01:04:58.982783200,"","","","","","",410497,""
661003,ขอลงทะเบียนเรียน:,มีความประสงค์: ลงทะเบียนเรียนล่าช้าหรือรักษาสถานภาพนิสิตล่าช้า,ผมลงไม่ทันครับ,2024-10-18,อภิชัย ศรีสุวรรณ,1729190782794,อนุมัติโดยหัวหน้าภาควิชา คำร้องดำเนินการครบถ้วน,01:05:59.246377200,"",ดร. พิสิฐ วิศวกรรม หัวหน้าภาควิศวกรรมเครื่องกล,2024-10-18,"","","",1bb098,data/appealPDF\1bb098.pdf
661004,คำร้องทั่วไป:,ขอเงินชดใช้ค่าที่โดนรถชนใต้คณะครับ,ขอหน่อยๆเเงๆ เอกสารสูญหาย,2024-10-18,ปรียาภรณ์ อินทร์แก้ว,1729189312534,ปฏิเสธโดยอาจารย์ที่ปรึกษา คำร้องถูกปฏิเสธ,01:09:10.917006500,ถูกปฎิเสธเนื่องจากแงๆ,"","","",2024-10-18T01:21:52.534414900,"",06b780,""
661005,ใบลาพักการศึกษา:,เพราะไม่อยากไปเฉยๆ,มีความประสงค์ขอลาพักการศึกษาเป็นจำนวน 2 ปีการศึกษา ตั้งแต่ภาค 1 ปีการศึกษา 2567 ถึงภาค 2 ปีการศึกษา 2567 วิชาที่ลงทะเบียน: 1110010101 c programming,2024-10-18,นภัสสร ชาญไกร,1729188605860,ใบคำร้องใหม่ คำร้องส่งต่อให้อาจารย์ที่ปรึกษา,01:10:05.860820,"","","","","","",853067,""
661036,ใบลาพักการศึกษา:,ต้องไปเรียนที่ต่างประเทศเป็นเวลา 1 ปี,มีความประสงค์ขอลาพักการศึกษาเป็นจำนวน 2 ปีการศึกษา ตั้งแต่ภาค 1 ปีการศึกษา 2567 ถึงภาค 2 ปีการศึกษา 2568 วิชาที่ลงทะเบียน: 01130101 General Accounting 01130111 Introduction to Principles of Accounting 01130171 Financial Accounting,2024-10-18,อัมรินทร์ ทรงเกียรติ,1729188512195,ใบคำร้องใหม่ คำร้องส่งต่อให้อาจารย์ที่ปรึกษา,01:08:32.195810,"","","","","","",5bff3b,null
661037,ขอลงทะเบียนเรียน:,มีความประสงค์: เพิ่มหรือถอนรายวิชาล่าช้า,คะแนนสอบกลางภาคไม่ถึง 2 คะแนนจากเต็ม 50 ปีการศึกษา 2567 3 หน่วยกิต,2024-10-18,สุรีย์รัตน์ ศิริศักดิ์,1729188612564,ใบคำร้องใหม่ คำร้องส่งต่อให้อาจารย์ที่ปรึกษา,01:10:12.564737,"","","","","","",4ded6b,null
661046,คำร้องทั่วไป:,ขอลาหยุด,เนื่องจากจะไปเรียนแล้วฝนตกหนักทำให้ลื่นล้มหัวฟาดพื้น,2024-10-18,พิรุณ อมรเวช,1729189679844,อนุมัติโดยอาจารย์ที่ปรึกษา คำร้องส่งต่อให้หัวหน้าภาควิชา,01:12:04.921116,"","","","","","",0444b1,null
661043,ขอลงทะเบียนเรียน:,มีความประสงค์: ย้ายคณะ หรือเปลี่ยนสาขาวิชาเอก,ต้องการย้ายไปเรียนคณะวิทยาศาสตร์ สาขาวิทยาการคอมพิวเตอร์,2024-10-18,ปวีณา อัศวิน,1729188828766,อนุมัติโดยคณบดี คำร้องดำเนินการครบถ้วน,01:13:48.766608,"","","","","","",f03f11,null
6610450,ขอลงทะเบียนเรียน:,มีความประสงค์: ลงทะเบียนต่ากว่า 9 หน่วยกิต,เพราะติด f เยอะเลยไม่สามารถลงทะเบียนในวิชาอื่นๆได้,2024-10-18,รัตนาวดี สุทธิรักษ์,1729188885105,ใบคำร้องใหม่ คำร้องส่งต่อให้อาจารย์ที่ปรึกษา,01:14:45.106161,"","","","","","",136e5b,null
661048,ขอลงทะเบียนเรียน:,มีความประสงค์: เพิ่มหรือถอนรายวิชาล่าช้า,เรียนไม่ไหว,2024-10-18,จารุณี ทองดี,1729228942723,ใบคำร้องใหม่ คำร้องส่งต่อให้อาจารย์ที่ปรึกษา,12:22:22.723669,"","","","","","",21fac5,""
661048,คำร้องทั่วไป:,ไม่มีข้อมูลในเว็บ,ตรวจสอบเว็บภาคให้ทีค่ะไม่มีข้อมูล เอกสารสูญหาย,2024-10-18,จารุณี ทองดี,1729228980524,อนุมัติโดยหัวหน้าภาควิชา คำร้องดำเนินการครบถ้วน,12:23:00.524959100,"","","","","","",d57b92,""
6610450,ขอลงทะเบียนเรียน:,มีความประสงค์: ลงทะเบียนเกิน 22 หริอ 7 หน่วยกิต,-,2024-10-18,รัตนาวดี สุทธิรักษ์,1729229021589,อนุมัติโดยคณบดี คำร้องดำเนินการครบถ้วน,12:23:41.589974100,"","","","","","",38b3ff,""
661006,คำร้องทั่วไป:,เมลล์มใไม่ถูกต้อง,เมลล์มใไม่ถูกต้องตรวจสอบหน่อย เอกสารชำรุด,2024-10-18,พงษ์พัฒน์ ชูชาติ,1729229073654,อนุมัติโดยคณบดี คำร้องดำเนินการครบถ้วน,12:24:33.654367100,"","","","","","",b3892b,""
661004,ขอลงทะเบียนเรียน:,มีความประสงค์: ผ่อนผันค่าธรรมเนียมการศึกษา,ปัญหาทางการเงิน,2024-10-18,ปรียาภรณ์ อินทร์แก้ว,1729229103819,อนุมัติโดยหัวหน้าภาควิชา คำร้องดำเนินการครบถ้วน,12:25:03.819760800,"","","","","","",e7eb89,""
